track_name,album,artists,duration_ms,episode,explicit,href,id,is_local,name,popularity,preview_url,track,track_number,type,uri,acousticness,analysis_url,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,valence
Talk,Talk,"Khalid, Disclosure",197487,False,False,https://api.spotify.com/v1/tracks/0rTV5WefWd1J3OwIheTzxM,0rTV5WefWd1J3OwIheTzxM,False,Talk,0,https://p.scdn.co/mp3-preview/377020170b3fc0569afa2ab8935b9982323bddd2?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:0rTV5WefWd1J3OwIheTzxM,0.0501,https://api.spotify.com/v1/audio-analysis/0rTV5WefWd1J3OwIheTzxM,0.9,0.4,0.0,0,0.0876,-8.443,1,0.124,136.001,4,https://api.spotify.com/v1/tracks/0rTV5WefWd1J3OwIheTzxM,0.338
"break up with your girlfriend, i'm bored","thank u, next",Ariana Grande,190440,False,True,https://api.spotify.com/v1/tracks/4kV4N9D1iKVxx1KLvtTpjS,4kV4N9D1iKVxx1KLvtTpjS,False,"break up with your girlfriend, i'm bored",0,,True,12,track,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,0.0378,https://api.spotify.com/v1/audio-analysis/4kV4N9D1iKVxx1KLvtTpjS,0.726,0.545,0.0,5,0.108,-5.489,0,0.102,169.991,4,https://api.spotify.com/v1/tracks/4kV4N9D1iKVxx1KLvtTpjS,0.348
bad idea,"thank u, next",Ariana Grande,267106,False,False,https://api.spotify.com/v1/tracks/5Il6Oe7lr5XM7A0cWbVQtr,5Il6Oe7lr5XM7A0cWbVQtr,False,bad idea,0,,True,6,track,spotify:track:5Il6Oe7lr5XM7A0cWbVQtr,0.0247,https://api.spotify.com/v1/audio-analysis/5Il6Oe7lr5XM7A0cWbVQtr,0.852,0.588,0.0477,1,0.116,-5.35,1,0.0651,138.024,4,https://api.spotify.com/v1/tracks/5Il6Oe7lr5XM7A0cWbVQtr,0.568
Who Do You Love (with 5 Seconds of Summer),Who Do You Love (with 5 Seconds of Summer),"The Chainsmokers, 5 Seconds of Summer",226746,False,True,https://api.spotify.com/v1/tracks/11cDEev79fPKi6uJCjUhu8,11cDEev79fPKi6uJCjUhu8,False,Who Do You Love (with 5 Seconds of Summer),0,https://p.scdn.co/mp3-preview/e3ef260cdfe18ac3e66226ce235843469ea69b87?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:11cDEev79fPKi6uJCjUhu8,0.00791,https://api.spotify.com/v1/audio-analysis/11cDEev79fPKi6uJCjUhu8,0.51,0.835,0.0,3,0.219,-4.673,1,0.0447,140.024,4,https://api.spotify.com/v1/tracks/11cDEev79fPKi6uJCjUhu8,0.435
BLACKJACK (feat. YBN Cordae) - Remix,BLACKJACK (Remix),"Aminé, YBN Cordae",163120,False,True,https://api.spotify.com/v1/tracks/59VNspSnCfoeGyNTGcSgsh,59VNspSnCfoeGyNTGcSgsh,False,BLACKJACK (feat. YBN Cordae) - Remix,0,,True,1,track,spotify:track:59VNspSnCfoeGyNTGcSgsh,0.147,https://api.spotify.com/v1/audio-analysis/59VNspSnCfoeGyNTGcSgsh,0.957,0.574,0.0,2,0.0581,-6.284,1,0.278,130.977,4,https://api.spotify.com/v1/tracks/59VNspSnCfoeGyNTGcSgsh,0.891
Common (feat. Brandi Carlile),Common (feat. Brandi Carlile),"Maren Morris, Brandi Carlile",245186,False,False,https://api.spotify.com/v1/tracks/5MhVzofPgq6B3Js8JFRa3H,5MhVzofPgq6B3Js8JFRa3H,False,Common (feat. Brandi Carlile),0,https://p.scdn.co/mp3-preview/081fc7577141e220526552e45f72b79a99d74d96?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:5MhVzofPgq6B3Js8JFRa3H,0.591,https://api.spotify.com/v1/audio-analysis/5MhVzofPgq6B3Js8JFRa3H,0.46,0.737,0.0,11,0.0811,-5.332,0,0.0775,104.715,4,https://api.spotify.com/v1/tracks/5MhVzofPgq6B3Js8JFRa3H,0.382
Lost,Lost,Blake Rose,234623,False,False,https://api.spotify.com/v1/tracks/2Pph0CUJ8uksCBzV6iyuQF,2Pph0CUJ8uksCBzV6iyuQF,False,Lost,0,https://p.scdn.co/mp3-preview/14609de0076e9d4dd53c95273bde93d52f2d383f?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:2Pph0CUJ8uksCBzV6iyuQF,0.216,https://api.spotify.com/v1/audio-analysis/2Pph0CUJ8uksCBzV6iyuQF,0.595,0.687,0.0,4,0.107,-6.536,1,0.0486,94.73,4,https://api.spotify.com/v1/tracks/2Pph0CUJ8uksCBzV6iyuQF,0.508
Leaning On Myself,Leaning On Myself,Anna Of The North,196273,False,False,https://api.spotify.com/v1/tracks/11p45DXn2eSqcBtcAsWT0k,11p45DXn2eSqcBtcAsWT0k,False,Leaning On Myself,25,https://p.scdn.co/mp3-preview/3e45ba64c62486d4e55039b970b93ff4b8a30ec6?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:11p45DXn2eSqcBtcAsWT0k,0.461,https://api.spotify.com/v1/audio-analysis/11p45DXn2eSqcBtcAsWT0k,0.699,0.55,1.4e-05,0,0.128,-7.397,1,0.135,130.027,4,https://api.spotify.com/v1/tracks/11p45DXn2eSqcBtcAsWT0k,0.707
Holding Hands (feat. Elohim),Road to Michigan (1-5),"Quinn XCII, Elohim",224666,False,False,https://api.spotify.com/v1/tracks/4eVvic8ybfVOUmojE6H5BL,4eVvic8ybfVOUmojE6H5BL,False,Holding Hands (feat. Elohim),0,https://p.scdn.co/mp3-preview/de4b79f250225b645fa7a1dc0d966abbc8b62900?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:4eVvic8ybfVOUmojE6H5BL,0.424,https://api.spotify.com/v1/audio-analysis/4eVvic8ybfVOUmojE6H5BL,0.663,0.471,0.000106,3,0.119,-9.657,1,0.102,155.989,4,https://api.spotify.com/v1/tracks/4eVvic8ybfVOUmojE6H5BL,0.351
NASA,"thank u, next",Ariana Grande,182000,False,False,https://api.spotify.com/v1/tracks/4uTvPEr01pjTbZgl7jcKBD,4uTvPEr01pjTbZgl7jcKBD,False,NASA,0,,True,3,track,spotify:track:4uTvPEr01pjTbZgl7jcKBD,0.401,https://api.spotify.com/v1/audio-analysis/4uTvPEr01pjTbZgl7jcKBD,0.741,0.46,0.0,6,0.248,-6.933,1,0.284,75.005,4,https://api.spotify.com/v1/tracks/4uTvPEr01pjTbZgl7jcKBD,0.56
Real Games,II,Lucky Daye,331280,False,True,https://api.spotify.com/v1/tracks/4i53smHJgzRgTEI9F2mZ93,4i53smHJgzRgTEI9F2mZ93,False,Real Games,19,https://p.scdn.co/mp3-preview/aaf0fcea63aeaecc9bd88778e421031f659a5769?cid=ccc3919df33944f38d2102cf87c47c53,True,3,track,spotify:track:4i53smHJgzRgTEI9F2mZ93,0.453,https://api.spotify.com/v1/audio-analysis/4i53smHJgzRgTEI9F2mZ93,0.678,0.368,8.99e-05,1,0.0716,-7.842,1,0.196,70.958,4,https://api.spotify.com/v1/tracks/4i53smHJgzRgTEI9F2mZ93,0.551
Better When You're Gone,Better When You're Gone,"David Guetta, Brooks, Loote",192402,False,False,https://api.spotify.com/v1/tracks/4Tvw0lweq9l2JPQKFbpbBQ,4Tvw0lweq9l2JPQKFbpbBQ,False,Better When You're Gone,0,https://p.scdn.co/mp3-preview/b1b16a47f2f1a448c9d349d3d166718ee0daa7ca?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:4Tvw0lweq9l2JPQKFbpbBQ,0.0635,https://api.spotify.com/v1/audio-analysis/4Tvw0lweq9l2JPQKFbpbBQ,0.647,0.795,0.0,1,0.188,-3.548,0,0.0372,127.992,4,https://api.spotify.com/v1/tracks/4Tvw0lweq9l2JPQKFbpbBQ,0.409
Stranger,Stranger,Avonlea,187995,False,True,https://api.spotify.com/v1/tracks/4Z06fi2HRiV5lFntam7h6S,4Z06fi2HRiV5lFntam7h6S,False,Stranger,0,https://p.scdn.co/mp3-preview/22bd75761e69dff0d71d798dd7d798b89493040f?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:4Z06fi2HRiV5lFntam7h6S,0.317,https://api.spotify.com/v1/audio-analysis/4Z06fi2HRiV5lFntam7h6S,0.879,0.487,9.17e-05,1,0.0966,-7.513,1,0.0593,130.04,4,https://api.spotify.com/v1/tracks/4Z06fi2HRiV5lFntam7h6S,0.855
No Label,No Label,Lil Durk,144660,False,True,https://api.spotify.com/v1/tracks/4WznHDEzfBcZOVFFNkDUBt,4WznHDEzfBcZOVFFNkDUBt,False,No Label,0,,True,1,track,spotify:track:4WznHDEzfBcZOVFFNkDUBt,0.0273,https://api.spotify.com/v1/audio-analysis/4WznHDEzfBcZOVFFNkDUBt,0.734,0.48,0.0,0,0.171,-8.356,0,0.455,99.575,4,https://api.spotify.com/v1/tracks/4WznHDEzfBcZOVFFNkDUBt,0.302
Do Not Disturb,Do Not Disturb,Mahalia,230560,False,False,https://api.spotify.com/v1/tracks/0HRkuP4sFPLLnbWpup0OgQ,0HRkuP4sFPLLnbWpup0OgQ,False,Do Not Disturb,38,https://p.scdn.co/mp3-preview/e0f8e124a09debcd5202ae1cb8001e8d38d4a448?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:0HRkuP4sFPLLnbWpup0OgQ,0.257,https://api.spotify.com/v1/audio-analysis/0HRkuP4sFPLLnbWpup0OgQ,0.789,0.836,3.06e-05,5,0.126,-3.175,0,0.171,102.998,4,https://api.spotify.com/v1/tracks/0HRkuP4sFPLLnbWpup0OgQ,0.687
Lay And Be Lonely,Lay And Be Lonely,Shy Girls,181013,False,False,https://api.spotify.com/v1/tracks/62wahjMnN8ofzeQsNIOPqv,62wahjMnN8ofzeQsNIOPqv,False,Lay And Be Lonely,24,https://p.scdn.co/mp3-preview/6903f1aaafcaf92de5428db06943da897fbbbc02?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:62wahjMnN8ofzeQsNIOPqv,0.704,https://api.spotify.com/v1/audio-analysis/62wahjMnN8ofzeQsNIOPqv,0.737,0.448,0.0007,0,0.121,-10.379,1,0.0505,90.004,4,https://api.spotify.com/v1/tracks/62wahjMnN8ofzeQsNIOPqv,0.202
New Shapes,New Shapes,"Diplo, Octavian",165929,False,True,https://api.spotify.com/v1/tracks/1RlaHsEtmiSi51Auq0ALfc,1RlaHsEtmiSi51Auq0ALfc,False,New Shapes,0,https://p.scdn.co/mp3-preview/e7cb586f667e4140fb1d600327d701535e2fdde6?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:1RlaHsEtmiSi51Auq0ALfc,0.826,https://api.spotify.com/v1/audio-analysis/1RlaHsEtmiSi51Auq0ALfc,0.536,0.478,0.000292,9,0.111,-9.041,0,0.159,134.402,1,https://api.spotify.com/v1/tracks/1RlaHsEtmiSi51Auq0ALfc,0.616
True North,Gloria Duplex,Henry Jamison,253293,False,False,https://api.spotify.com/v1/tracks/3vbxHp7vq9jBcWmlwR5jTE,3vbxHp7vq9jBcWmlwR5jTE,False,True North,0,https://p.scdn.co/mp3-preview/59694dd30c4f436509ba9b962e21435fc3662e70?cid=ccc3919df33944f38d2102cf87c47c53,True,4,track,spotify:track:3vbxHp7vq9jBcWmlwR5jTE,0.782,https://api.spotify.com/v1/audio-analysis/3vbxHp7vq9jBcWmlwR5jTE,0.634,0.426,0.241,4,0.0958,-13.68,0,0.0399,110.642,1,https://api.spotify.com/v1/tracks/3vbxHp7vq9jBcWmlwR5jTE,0.297
Y’all Boys,Y'all Boys,"Florida Georgia Line, HARDY",152280,False,False,https://api.spotify.com/v1/tracks/7BgJrMEAiwiw6lCqWZD6Pi,7BgJrMEAiwiw6lCqWZD6Pi,False,Y’all Boys,0,,True,1,track,spotify:track:7BgJrMEAiwiw6lCqWZD6Pi,0.425,https://api.spotify.com/v1/audio-analysis/7BgJrMEAiwiw6lCqWZD6Pi,0.631,0.856,0.0,4,0.112,-3.799,1,0.0588,114.932,4,https://api.spotify.com/v1/tracks/7BgJrMEAiwiw6lCqWZD6Pi,0.753
Clovers,Clovers,Barrie,254160,False,False,https://api.spotify.com/v1/tracks/3KCFmeudK7tTzshjxDl6m4,3KCFmeudK7tTzshjxDl6m4,False,Clovers,14,https://p.scdn.co/mp3-preview/ca60bb2bdf8f0786187de09a0b8a724bc817bfe0?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:3KCFmeudK7tTzshjxDl6m4,0.0522,https://api.spotify.com/v1/audio-analysis/3KCFmeudK7tTzshjxDl6m4,0.703,0.573,0.491,5,0.277,-7.504,0,0.0274,90.0,4,https://api.spotify.com/v1/tracks/3KCFmeudK7tTzshjxDl6m4,0.677
Fix Me,Fix Me,"Cuco, Dillon Francis",182229,False,False,https://api.spotify.com/v1/tracks/6FiuZPzrZkHNHrvXZvcDz5,6FiuZPzrZkHNHrvXZvcDz5,False,Fix Me,35,https://p.scdn.co/mp3-preview/106ee041ddbe01b13a601b08068804cbb4684916?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:6FiuZPzrZkHNHrvXZvcDz5,0.147,https://api.spotify.com/v1/audio-analysis/6FiuZPzrZkHNHrvXZvcDz5,0.721,0.552,0.0,5,0.0981,-8.568,1,0.0409,106.028,4,https://api.spotify.com/v1/tracks/6FiuZPzrZkHNHrvXZvcDz5,0.186
"1,2,3 dayz up (feat. SOPHIE)","1,2,3 dayz up (feat. SOPHIE)","Kim Petras, SOPHIE",213678,False,False,https://api.spotify.com/v1/tracks/0KK1FJFCBjdgPE00CJuvEG,0KK1FJFCBjdgPE00CJuvEG,False,"1,2,3 dayz up (feat. SOPHIE)",0,https://p.scdn.co/mp3-preview/1fa2d34f0a96f23dbd52d3bc85e46dd4725ff22c?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:0KK1FJFCBjdgPE00CJuvEG,0.0583,https://api.spotify.com/v1/audio-analysis/0KK1FJFCBjdgPE00CJuvEG,0.785,0.592,2.84e-05,1,0.131,-5.139,1,0.0363,107.992,1,https://api.spotify.com/v1/tracks/0KK1FJFCBjdgPE00CJuvEG,0.884
"Link Up (feat. Kent Jamz, Bas, Guapdad 4000 & J.I.D)",Harlan & Alondra (Deluxe),"Buddy, Kent Jamz, Bas, Guapdad 4000, J.I.D",190466,False,True,https://api.spotify.com/v1/tracks/4nuNVamQpqDk9FiYITfnuo,4nuNVamQpqDk9FiYITfnuo,False,"Link Up (feat. Kent Jamz, Bas, Guapdad 4000 & J.I.D)",0,https://p.scdn.co/mp3-preview/f4f1ac7c9b1847f0652a3793bdbdb2ca58d84470?cid=ccc3919df33944f38d2102cf87c47c53,True,15,track,spotify:track:4nuNVamQpqDk9FiYITfnuo,0.143,https://api.spotify.com/v1/audio-analysis/4nuNVamQpqDk9FiYITfnuo,0.766,0.855,0.0,1,0.108,-6.37,0,0.154,112.003,4,https://api.spotify.com/v1/tracks/4nuNVamQpqDk9FiYITfnuo,0.227
Pearl Cadillac,Pearl Cadillac,Gary Clark Jr.,305533,False,False,https://api.spotify.com/v1/tracks/31zx4ZKwVbFzJUcWdmVm5e,31zx4ZKwVbFzJUcWdmVm5e,False,Pearl Cadillac,0,https://p.scdn.co/mp3-preview/b300d356d827daba60db50a8e2062066dd6de53f?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:31zx4ZKwVbFzJUcWdmVm5e,0.646,https://api.spotify.com/v1/audio-analysis/31zx4ZKwVbFzJUcWdmVm5e,0.411,0.458,0.00103,3,0.0987,-6.289,0,0.0357,119.689,4,https://api.spotify.com/v1/tracks/31zx4ZKwVbFzJUcWdmVm5e,0.0833
Curls,Curls,Bibio,197933,False,False,https://api.spotify.com/v1/tracks/3NLm801woJocONz1NmPJZR,3NLm801woJocONz1NmPJZR,False,Curls,28,https://p.scdn.co/mp3-preview/25d54037ac1dc4a9ef6cc0b78d406eca5b4bac51?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:3NLm801woJocONz1NmPJZR,0.879,https://api.spotify.com/v1/audio-analysis/3NLm801woJocONz1NmPJZR,0.497,0.348,0.796,9,0.722,-10.593,1,0.0285,82.176,4,https://api.spotify.com/v1/tracks/3NLm801woJocONz1NmPJZR,0.227
Proud Of U (feat. Young Thug),Proud Of U (feat. Young Thug),"EARTHGANG, Young Thug",238069,False,True,https://api.spotify.com/v1/tracks/6SIR9Zx1I9VaFDPj99z9JW,6SIR9Zx1I9VaFDPj99z9JW,False,Proud Of U (feat. Young Thug),52,,True,1,track,spotify:track:6SIR9Zx1I9VaFDPj99z9JW,0.0679,https://api.spotify.com/v1/audio-analysis/6SIR9Zx1I9VaFDPj99z9JW,0.775,0.516,0.0,2,0.152,-5.924,1,0.32,78.022,4,https://api.spotify.com/v1/tracks/6SIR9Zx1I9VaFDPj99z9JW,0.419
"Think (From the Motion Picture ""What Men Want"")","Think (From the Motion Picture ""What Men Want"")",H.E.R.,162474,False,False,https://api.spotify.com/v1/tracks/3JD32O7TzlAb5VjgOGc0R0,3JD32O7TzlAb5VjgOGc0R0,False,"Think (From the Motion Picture ""What Men Want"")",0,https://p.scdn.co/mp3-preview/2e9de529653c9764e4f8ec4ee6a305f0aa0dcd11?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:3JD32O7TzlAb5VjgOGc0R0,0.0868,https://api.spotify.com/v1/audio-analysis/3JD32O7TzlAb5VjgOGc0R0,0.672,0.758,1.19e-05,1,0.336,-5.758,0,0.0689,110.046,4,https://api.spotify.com/v1/tracks/3JD32O7TzlAb5VjgOGc0R0,0.554
Childism,Childism,KIAN,224026,False,True,https://api.spotify.com/v1/tracks/2MFOCxpC2vFwAmWq0xKgAG,2MFOCxpC2vFwAmWq0xKgAG,False,Childism,0,,True,1,track,spotify:track:2MFOCxpC2vFwAmWq0xKgAG,0.515,https://api.spotify.com/v1/audio-analysis/2MFOCxpC2vFwAmWq0xKgAG,0.703,0.527,2.05e-05,2,0.369,-9.416,1,0.0546,131.988,4,https://api.spotify.com/v1/tracks/2MFOCxpC2vFwAmWq0xKgAG,0.455
FOOLISH,THE LOVE TRAIN,Meghan Trainor,199211,False,False,https://api.spotify.com/v1/tracks/1jY7v9jG7kuUOGT9vVR6vs,1jY7v9jG7kuUOGT9vVR6vs,False,FOOLISH,0,https://p.scdn.co/mp3-preview/e6ebb69cf80202023e46c1e4cbac9626f772940c?cid=ccc3919df33944f38d2102cf87c47c53,True,5,track,spotify:track:1jY7v9jG7kuUOGT9vVR6vs,0.0285,https://api.spotify.com/v1/audio-analysis/1jY7v9jG7kuUOGT9vVR6vs,0.645,0.563,0.0,2,0.15,-5.155,0,0.0663,107.885,4,https://api.spotify.com/v1/tracks/1jY7v9jG7kuUOGT9vVR6vs,0.555
Sell Out,Sell Out,"Marshmello, SVDDEN DEATH",192000,False,False,https://api.spotify.com/v1/tracks/0e9yz3Fz7Nn6I5E4XBP8no,0e9yz3Fz7Nn6I5E4XBP8no,False,Sell Out,0,https://p.scdn.co/mp3-preview/58866c50017cd67da44a0635e14d9d3f28a0abac?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:0e9yz3Fz7Nn6I5E4XBP8no,0.0125,https://api.spotify.com/v1/audio-analysis/0e9yz3Fz7Nn6I5E4XBP8no,0.605,0.963,0.788,3,0.434,0.634,0,0.0681,145.013,4,https://api.spotify.com/v1/tracks/0e9yz3Fz7Nn6I5E4XBP8no,0.42
Back In The City,Back In The City,"Alejandro Sanz, Nicky Jam",201916,False,False,https://api.spotify.com/v1/tracks/6ydCAmvfPBYxCnqdDZAZ6d,6ydCAmvfPBYxCnqdDZAZ6d,False,Back In The City,0,,True,1,track,spotify:track:6ydCAmvfPBYxCnqdDZAZ6d,0.443,https://api.spotify.com/v1/audio-analysis/6ydCAmvfPBYxCnqdDZAZ6d,0.753,0.754,0.0,10,0.112,-6.285,0,0.0385,127.992,4,https://api.spotify.com/v1/tracks/6ydCAmvfPBYxCnqdDZAZ6d,0.853
Boy Don't Cap!,Boy Don't Cap!,"Comethazine, Method",110062,False,True,https://api.spotify.com/v1/tracks/3geIoJ1KZ1QuWZNLHZfGI4,3geIoJ1KZ1QuWZNLHZfGI4,False,Boy Don't Cap!,9,,True,1,track,spotify:track:3geIoJ1KZ1QuWZNLHZfGI4,0.163,https://api.spotify.com/v1/audio-analysis/3geIoJ1KZ1QuWZNLHZfGI4,0.757,0.4,0.0,1,0.129,-8.584,1,0.638,159.802,4,https://api.spotify.com/v1/tracks/3geIoJ1KZ1QuWZNLHZfGI4,0.237
Worth It,Worth It,Roy Woods,192631,False,True,https://api.spotify.com/v1/tracks/3MlLMID86qXhSMDhniWqH1,3MlLMID86qXhSMDhniWqH1,False,Worth It,0,https://p.scdn.co/mp3-preview/59a04559ed5f103410183819050bd4b20c5244bf?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:3MlLMID86qXhSMDhniWqH1,0.181,https://api.spotify.com/v1/audio-analysis/3MlLMID86qXhSMDhniWqH1,0.704,0.552,0.0,4,0.103,-5.847,0,0.0719,76.006,4,https://api.spotify.com/v1/tracks/3MlLMID86qXhSMDhniWqH1,0.132
